Month of Order Date,Product Name,Sales
2014,Acrylic Self-Standing Desk Frames,43.0
2014,"Adams ""While You Were Out"" Message Pads",16.0
2014,"Adams Phone Message Book, 200 Message Capacity, 8 1/16Ó x 11Ó",41.0
2014,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Ó x 11Ó",11.0
2014,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",23.0
2014,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",36.0
2014,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",40.0
2014,"Adams Telephone Message Books, 5 1/4Ó x 11Ó",56.0
2014,Adjustable Depth Letter/Legal Cart,1961.0
2014,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.0
2014,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",359.0
2014,Advantus Map Pennant Flags and Round Head Tacks,24.0
2014,Advantus Motivational Note Cards,10.0
2014,Advantus Panel Wall Certificate Holder - 8.5x11,61.0
2014,Advantus Plastic Paper Clips,21.0
2014,Advantus Push Pins,9.0
2014,"Advantus Push Pins, Aluminum Head",6.0
2014,Advantus Rolling Drawer Organizers,115.0
2014,Advantus Rolling Storage Box,120.0
2014,Advantus T-Pin Paper Clips,14.0
2014,Airmail Envelopes,168.0
2014,Akro-Mils 12-Gallon Tote,24.0
2014,"Alliance Big Bands Rubber Bands, 12/Pack",4.0
2014,Alliance Rubber Bands,5.0
2014,Aluminum Screw Posts,210.0
2014,AmazonBasics 3-Button USB Wired Mouse,50.0
2014,American Pencil,12.0
2014,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.0
2014,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",18.0
2014,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 _Ó x 11Ó",25.0
2014,Anderson Hickey Conga Table Tops & Accessories,27.0
2014,"Angle-D Binders with Locking Rings, Label Holders",44.0
2014,Angle-D Ring Binders,5.0
2014,Anker 24W Portable Micro USB Car Charger,26.0
2014,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,48.0
2014,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,60.0
2014,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,408.0
2014,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,30.0
2014,Apple EarPods with Remote and Mic,84.0
2014,Apple iPhone 5C,400.0
2014,Artistic Insta-Plaque,47.0
2014,Assorted Color Push Pins,20.0
2014,Astroparche Fine Business Paper,26.0
2014,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",495.0
2014,Ativa MDM8000 8-Sheet Micro-Cut Shredder,630.0
2014,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3624.0
2014,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1939.0
2014,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1842.0
2014,Avanti 4.4 Cu. Ft. Refrigerator,1158.0
2014,Avaya 4621SW VoIP phone,177.0
2014,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",12.0
2014,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.0
2014,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",610.0
2014,Avery 474,41.0
2014,Avery 476,58.0
2014,Avery 477,147.0
2014,Avery 479,6.0
2014,Avery 480,4.0
2014,Avery 483,15.0
2014,Avery 485,301.0
2014,Avery 486,41.0
2014,Avery 488,18.0
2014,Avery 489,62.0
2014,Avery 490,47.0
2014,Avery 491,29.0
2014,Avery 494,13.0
2014,Avery 497,22.0
2014,Avery 499,24.0
2014,Avery 50,25.0
2014,Avery 500,15.0
2014,Avery 501,28.0
2014,Avery 503,62.0
2014,Avery 505,60.0
2014,Avery 506,17.0
2014,Avery 507,24.0
2014,Avery 508,22.0
2014,Avery 509,3.0
2014,Avery 51,19.0
2014,Avery 510,12.0
2014,Avery 511,3.0
2014,Avery 513,10.0
2014,Avery 514,5.0
2014,Avery 518,8.0
2014,Avery 520,13.0
2014,Avery Arch Ring Binders,325.0
2014,Avery Binding System Hidden Tab Executive Style Index Sets,14.0
2014,Avery Durable Binders,21.0
2014,"Avery Durable Plastic 1"" Binders",5.0
2014,Avery Durable Slant Ring Binders With Label Holder,11.0
2014,"Avery Durable Slant Ring Binders, No Labels",6.0
2014,Avery File Folder Labels,16.0
2014,Avery Fluorescent Highlighter Four-Color Set,23.0
2014,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",20.0
2014,Avery Hanging File Binders,16.0
2014,Avery Heavy-Duty EZD View Binder with Locking Rings,78.0
2014,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",4.0
2014,Avery Hi-Liter Fluorescent Desk Style Markers,17.0
2014,Avery Hi-Liter Smear-Safe Highlighters,55.0
2014,Avery Hidden Tab Dividers for Binding Systems,4.0
2014,Avery Hole Reinforcements,41.0
2014,Avery Non-Stick Binders,44.0
2014,Avery Personal Creations Heavyweight Cards,28.0
2014,Avery Poly Binder Pockets,17.0
2014,Avery Premier Heavy-Duty Binder with Round Locking Rings,123.0
2014,Avery Printable Repositionable Plastic Tabs,2.0
2014,Avery Recycled Flexi-View Covers for Binding Systems,42.0
2014,Avery Reinforcements for Hole-Punch Pages,10.0
2014,Avery Round Ring Poly Binders,23.0
2014,Avery Self-Adhesive Photo Pockets for Polaroid Photos,32.0
2014,"Avery Trapezoid Extra Heavy Duty 4"" Binders",168.0
2014,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",135.0
2014,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.0
2014,Avoid Verbal Orders Carbonless Minifold Book,37.0
2014,BIC Brite Liner Highlighters,8.0
2014,"BIC Brite Liner Highlighters, Chisel Tip",10.0
2014,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",370.0
2014,"BOSTON Ranger #55 Pencil Sharpener, Black",104.0
2014,Bady BDG101FRU Card Printer,1920.0
2014,Bagged Rubber Bands,13.0
2014,Balt Solid Wood Rectangular Table,253.0
2014,Balt Split Level Computer Training Table,278.0
2014,Barrel Sharpener,11.0
2014,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",494.0
2014,"Belkin 19"" Center-Weighted Shelf, Gray",496.0
2014,"Belkin 19"" Vented Equipment Shelf, Black",411.0
2014,"Belkin 325VA UPS Surge Protector, 6'",387.0
2014,Belkin 5 Outlet SurgeMaster Power Centers,435.0
2014,Belkin 6 Outlet Metallic Surge Strip,134.0
2014,Belkin 8 Outlet Surge Protector,131.0
2014,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,270.0
2014,Belkin F5C206VTEL 6 Outlet Surge,69.0
2014,Belkin F8E887 USB Wired Ergonomic Keyboard,120.0
2014,Belkin F9G930V10-GRY 9 Outlet Surge,107.0
2014,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.0
2014,Belkin Premiere Surge Master II 8-outlet surge protector,194.0
2014,Belkin QODE FastFit Bluetooth Keyboard,248.0
2014,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",27.0
2014,Belkin Standard 104 key USB Keyboard,82.0
2014,Bestar Classic Bookcase,300.0
2014,Bevis 36 x 72 Conference Tables,2240.0
2014,Bevis Boat-Shaped Conference Table,393.0
2014,"Bevis Oval Conference Table, Walnut",1253.0
2014,Bevis Rectangular Conference Tables,365.0
2014,"Bevis Round Bullnose 29"" High Table Top",2130.0
2014,Bevis Round Conference Table Top & Single Column Base,1126.0
2014,"Bevis Round Conference Table Top, X-Base",359.0
2014,Binder Clips by OIC,7.0
2014,Binder Posts,17.0
2014,Binding Machine Supplies,70.0
2014,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",18.0
2014,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",3.0
2014,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",8.0
2014,Bionaire 99.97% HEPA Air Cleaner,98.0
2014,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.0
2014,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",26.0
2014,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",100.0
2014,BlackBerry Q10,504.0
2014,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",344.0
2014,Bose SoundLink Bluetooth Speaker,1114.0
2014,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,141.0
2014,Boston 16701 Slimline Battery Pencil Sharpener,48.0
2014,Boston 1730 StandUp Electric Pencil Sharpener,107.0
2014,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",40.0
2014,Boston 1900 Electric Pencil Sharpener,15.0
2014,Boston 19500 Mighty Mite Electric Pencil Sharpener,301.0
2014,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",270.0
2014,Boston KS Multi-Size Manual Pencil Sharpener,166.0
2014,"Boston Model 1800 Electric Pencil Sharpener, Gray",141.0
2014,"Boston School Pro Electric Pencil Sharpener, 1670",272.0
2014,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.0
2014,Bretford CR4500 Series Slim Rectangular Table,2891.0
2014,Bretford CR8500 Series Meeting Room Furniture,2085.0
2014,Bretford Rectangular Conference Table Tops,1053.0
2014,"Brites Rubber Bands, 1 1/2 oz. Box",3.0
2014,Brother DCP1000 Digital 3 in 1 Multifunction Machine,2700.0
2014,Brown Kraft Recycled Envelopes,136.0
2014,Bush Advantage Collection Racetrack Conference Table,4412.0
2014,Bush Advantage Collection Round Conference Table,1913.0
2014,"Bush Andora Bookcase, Maple/Graphite Gray Finish",510.0
2014,"Bush Andora Conference Table, Maple/Graphite Gray Finish",274.0
2014,"Bush Cubix Collection Bookcases, Fully Assembled",66.0
2014,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",735.0
2014,Bush Mission Pointe Library,302.0
2014,"Bush Westfield Collection Bookcases, Dark Cherry Finish",70.0
2014,"Bush Westfield Collection Bookcases, Medium Cherry Finish",278.0
2014,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.0
2014,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",131.0
2014,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.0
2014,Cameo Buff Policy Envelopes,809.0
2014,Canon Imageclass D680 Copier / Fax,2800.0
2014,Canon PC-428 Personal Copier,1120.0
2014,Canon PC1060 Personal Laser Copier,6020.0
2014,Canon PC1080F Personal Copier,600.0
2014,Canon PC170 Desktop Personal Copier,288.0
2014,Canon PC940 Copier,4590.0
2014,Cardinal EasyOpen D-Ring Binders,28.0
2014,Cardinal Hold-It CD Pocket,27.0
2014,Cardinal Holdit Business Card Pockets,12.0
2014,Cardinal Holdit Data Disk Pockets,35.0
2014,Cardinal Poly Pocket Divider Pockets for Ring Binders,35.0
2014,Cardinal Slant-D Ring Binders,10.0
2014,"Carina 42""Hx23 3/4""W Media Storage Unit",65.0
2014,Carina Double Wide Media Storage Towers in Natural & Black,940.0
2014,Carina Media Storage Towers in Natural & Black,305.0
2014,Case Logic 2.4GHz Wireless Keyboard,200.0
2014,Catalog Binders with Expanding Posts,646.0
2014,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,4298.0
2014,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",1264.0
2014,Chromcraft Rectangular Conference Tables,284.0
2014,Chromcraft Round Conference Tables,244.0
2014,Cisco 8x8 Inc. 6753i IP Business Phone System,405.0
2014,Cisco 9971 IP Video Phone Charcoal,4268.0
2014,Cisco IP Phone 7961G-GE VoIP phone,1733.0
2014,Cisco SPA 502G IP Phone,528.0
2014,Cisco SPA301,2902.0
2014,Cisco SPA508G,264.0
2014,Cisco SPA525G2 5-Line IP Phone,1380.0
2014,Cisco SPA525G2 IP Phone - Wireless,32.0
2014,Cisco Small Business SPA 502G VoIP phone,246.0
2014,Cisco Unified IP Phone 7945G VoIP phone,1023.0
2014,Classic Ivory AntiqueÊTelephoneÊZL1810,100.0
2014,Clear Mylar Reinforcing Strips,11.0
2014,ClearOne CHATAttach 160 -Êspeaker phone,1488.0
2014,ClearOne Communications CHAT 70 OCÊSpeaker Phone,159.0
2014,ClearSounds CSC500 Amplified Spirit Phone Corded phone,322.0
2014,Colored Envelopes,7.0
2014,Coloredge Poster Frame,71.0
2014,Colorific Watercolor Pencils,15.0
2014,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",8.0
2014,Compact Automatic Electric Letter Opener,358.0
2014,"Companion Letter/Legal File, Black",60.0
2014,Computer Printout Paper with Letter-Trim Perforations,201.0
2014,"Computer Room Manger, 14""",227.0
2014,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",114.0
2014,Contemporary Wood/Metal Frame,97.0
2014,"Contico 72""H Heavy-Duty Storage System",82.0
2014,Convenience Packs of Business Envelopes,9.0
2014,Crate-A-Files,17.0
2014,"Crayola Anti Dust Chalk, 12/Pack",11.0
2014,Crayola Colored Pencils,23.0
2014,Cubify CubeX 3D Printer Double Head Print,1800.0
2014,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,40.0
2014,DAX Black Cherry Wood-Tone Poster Frame,143.0
2014,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",8.0
2014,DAX Clear Channel Poster Frame,29.0
2014,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",162.0
2014,"DAX Copper Panel Document Frame, 5 x 7 Size",40.0
2014,"DAX Cubicle Frames, 8-1/2 x 11",17.0
2014,"DAX Metal Frame, Desktop, Stepped-Edge",44.0
2014,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",37.0
2014,"DAX Value U-Channel Document Frames, Easel Back",30.0
2014,DAX Wood Document Frame,247.0
2014,DAX Wood Document Frame.,22.0
2014,DIXON Ticonderoga Erasable Checking Pencils,11.0
2014,DMI Eclipse Executive Suite Bookcases,2430.0
2014,"DXL Angle-View Binders with Locking Rings, Black",91.0
2014,"Dana Fluorescent Magnifying Lamp, White, 36""",204.0
2014,Dana Halogen Swing-Arm Architect Lamp,656.0
2014,Dana Swing-Arm Lamps,49.0
2014,"DataProducts Ampli Magnifier Task Lamp, Black,",108.0
2014,"Decoflex Hanging Personal Folder File, Blue",133.0
2014,Deflect-O Glasstique Clear Desk Accessories,25.0
2014,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,211.0
2014,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",187.0
2014,"Deflect-o EconoMat Nonstudded, No Bevel Mat",465.0
2014,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",124.0
2014,Deflect-o Glass Clear Studded Chair Mats,1119.0
2014,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",146.0
2014,Dell Slim USB Multimedia Keyboard,125.0
2014,Deluxe Chalkboard Eraser Cleaner,37.0
2014,Deluxe Heavy-Duty Vinyl Round Ring Binder,207.0
2014,Deluxe Rollaway Locking File with Drawer,1248.0
2014,Design Ebony Sketching Pencil,3.0
2014,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.0
2014,Digium D40 VoIP phone,1393.0
2014,Disposable Triple-Filter Dust Bags,13.0
2014,"Dixon My First Ticonderoga Pencil, #2",14.0
2014,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.0
2014,Dixon Ticonderoga Core-Lock Colored Pencils,15.0
2014,Dixon Ticonderoga Pencils,24.0
2014,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",984.0
2014,"Dual Level, Single-Width Filing Carts",1550.0
2014,Durable Pressboard Binders,19.0
2014,Easy-staple paper,731.0
2014,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.0
2014,Economy Binders,3.0
2014,Economy Rollaway Files,991.0
2014,"Eldon ""L"" Workstation Diamond Chairmat",517.0
2014,Eldon 100 Class Desk Accessories,22.0
2014,Eldon 200 Class Desk Accessories,13.0
2014,"Eldon 200 Class Desk Accessories, Burgundy",31.0
2014,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,130.0
2014,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.0
2014,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.0
2014,"Eldon Base for stackable storage shelf, platinum",78.0
2014,Eldon Cleatmat Chair Mats for Medium Pile Carpets,167.0
2014,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,437.0
2014,Eldon Econocleat Chair Mats for Low Pile Carpets,207.0
2014,"Eldon Executive Woodline II Desk Accessories, Mahogany",40.0
2014,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",31.0
2014,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",47.0
2014,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.0
2014,"Eldon Expressions Wood Desk Accessories, Oak",59.0
2014,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",21.0
2014,Eldon Fold 'N Roll Cart System,22.0
2014,Eldon Gobal File Keepers,36.0
2014,Eldon Image Series Black Desk Accessories,8.0
2014,"Eldon Image Series Desk Accessories, Burgundy",32.0
2014,"Eldon Imge Series Desk Accessories, Clear",41.0
2014,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,166.0
2014,Eldon Pizzaz Desk Accessories,9.0
2014,Eldon Portable Mobile Manager,141.0
2014,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,455.0
2014,"Eldon Regeneration Recycled Desk Accessories, Black",25.0
2014,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.0
2014,Eldon Shelf Savers Cubes and Bins,84.0
2014,Eldon Simplefile Box Office,47.0
2014,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",21.0
2014,"Eldon Stackable Tray, Side-Load, Legal, Smoke",91.0
2014,Eldon Wave Desk Accessories,14.0
2014,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,27.0
2014,Electrix Halogen Magnifier Lamp,622.0
2014,"Elite 5"" Scissors",17.0
2014,Enermax Acrylux Wireless Keyboard,1952.0
2014,"Eureka Hand Vacuum, Bagless",198.0
2014,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.0
2014,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",7.0
2014,Eureka The Boss Cordless Rechargeable Stick Vac,153.0
2014,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.0
2014,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.0
2014,Euro-Pro Shark Turbo Vacuum,62.0
2014,"Executive Impressions 10"" Spectator Wall Clock",35.0
2014,"Executive Impressions 13"" Chairman Wall Clock",76.0
2014,"Executive Impressions 13"" Clairmont Wall Clock",46.0
2014,"Executive Impressions 14"" Contract Wall Clock",111.0
2014,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",53.0
2014,"Executive Impressions 14"" Two-Color Numerals Wall Clock",214.0
2014,Executive Impressions Supervisor Wall Clock,67.0
2014,Faber Castell Col-Erase Pencils,15.0
2014,Fellowes 8 Outlet Superior Workstation Surge Protector,133.0
2014,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.0
2014,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,200.0
2014,Fellowes Advanced Computer Series Surge Protectors,106.0
2014,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,455.0
2014,Fellowes Bankers Box Stor/Drawer Steel Plus,141.0
2014,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,200.0
2014,Fellowes Basic Home/Office Series Surge Protectors,21.0
2014,Fellowes Binding Cases,56.0
2014,Fellowes Black Plastic Comb Bindings,31.0
2014,Fellowes Command Center 5-outlet power strip,326.0
2014,Fellowes Desktop Hanging File Manager,67.0
2014,Fellowes High-Stak Drawer Files,1551.0
2014,"Fellowes Mobile File Cart, Black",62.0
2014,Fellowes Neat Ideas Storage Cubes,52.0
2014,Fellowes Officeware Wire Shelving,1635.0
2014,Fellowes PB200 Plastic Comb Binding Machine,1241.0
2014,Fellowes PB300 Plastic Comb Binding Machine,310.0
2014,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,15760.0
2014,Fellowes Powershred HS-440 4-Sheet High Security Shredder,465.0
2014,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",314.0
2014,Fellowes Presentation Covers for Comb Binding Machines,116.0
2014,Fellowes Recycled Storage Drawers,955.0
2014,Fellowes Staxonsteel Drawer Files,773.0
2014,Fellowes Stor/Drawer Steel Plus Storage Drawers,344.0
2014,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.0
2014,Fellowes Super Stor/Drawer,89.0
2014,Fellowes Super Stor/Drawer Files,1971.0
2014,Fellowes Superior 10 Outlet Split Surge Protector,122.0
2014,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.0
2014,First Data FD10 PIN Pad,253.0
2014,"Fiskars 8"" Scissors, 2/Pack",41.0
2014,Fiskars Softgrip Scissors,33.0
2014,Fiskars Spring-Action Scissors,22.0
2014,Flat Face Poster Frame,245.0
2014,Flexible Leather- Look Classic Collection Ring Binder,49.0
2014,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",86.0
2014,G.E. Halogen Desk Lamp Bulbs,14.0
2014,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,20.0
2014,GBC Binding covers,65.0
2014,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",61.0
2014,GBC DocuBind 300 Electric Binding Machine,158.0
2014,GBC DocuBind P100 Manual Binding Machine,664.0
2014,GBC DocuBind P50 Personal Binding Machine,672.0
2014,GBC DocuBind TL200 Manual Binding Machine,672.0
2014,GBC DocuBind TL300 Electric Binding System,1345.0
2014,GBC Durable Plastic Covers,12.0
2014,GBC Ibimaster 500 Manual ProClick Binding System,5404.0
2014,GBC Imprintable Covers,113.0
2014,GBC Instant Report Kit,9.0
2014,"GBC Laser Imprintable Binding System Covers, Desert Sand",47.0
2014,GBC Linen Binding Covers,68.0
2014,GBC Personal VeloBind Strips,58.0
2014,GBC Plastic Binding Combs,50.0
2014,GBC Plasticlear Binding Covers,13.0
2014,GBC Poly Designer Binding Covers,54.0
2014,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",64.0
2014,GBC Premium Transparent Covers with Diagonal Lined Pattern,222.0
2014,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",225.0
2014,GBC Prestige Therm-A-Bind Covers,288.0
2014,GBC Recycled Grain Textured Covers,111.0
2014,GBC Recycled Regency Composition Covers,144.0
2014,GBC Recycled VeloBinder Covers,235.0
2014,GBC Standard Plastic Binding Systems' Combs,58.0
2014,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",36.0
2014,GBC Standard Therm-A-Bind Covers,90.0
2014,GBC Therma-A-Bind 250T Electric Binding System,590.0
2014,GBC Twin Loop Wire Binding Elements,113.0
2014,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",54.0
2014,GBC VeloBinder Electric Binding Machine,73.0
2014,GBC VeloBinder Manual Binding System,144.0
2014,"GBC Velobind Prepunched Cover Sets, Regency Series",144.0
2014,"GBC White Gloss Covers, Plain Front",32.0
2014,GBC Wire Binding Combs,41.0
2014,GBC Wire Binding Strips,10.0
2014,GE 2-Jack Phone Line Splitter,659.0
2014,GE 30524EE4,235.0
2014,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",833.0
2014,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",75.0
2014,Gear Head AU3700S Headset,73.0
2014,Geemarc AmpliPOWER60,891.0
2014,"Global Airflow Leather Mesh Back Chair, Black",272.0
2014,"Global Armless Task Chair, Royal Blue",787.0
2014,Global Chrome Stack Chair,384.0
2014,Global Comet Stacking Arm Chair,2958.0
2014,Global Comet Stacking Armless Chair,718.0
2014,Global Commerce Series High-Back Swivel/Tilt Chairs,598.0
2014,Global Commerce Series Low-Back Swivel/Tilt Chairs,180.0
2014,Global Deluxe High-Back Manager's Chair,915.0
2014,Global Deluxe Office Fabric Chairs,710.0
2014,"Global Deluxe Stacking Chair, Gray",245.0
2014,Global Deluxe Steno Chair,355.0
2014,Global Ergonomic Managers Chair,1231.0
2014,"Global Fabric Manager's Chair, Dark Gray",626.0
2014,"Global Geo Office Task Chair, Gray",57.0
2014,"Global High-Back Leather Tilter, Burgundy",2054.0
2014,Global Highback Leather Tilter in Burgundy,1202.0
2014,"Global Leather & Oak Executive Chair, Burgundy",362.0
2014,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1849.0
2014,"Global Leather Task Chair, Black",90.0
2014,"Global Leather and Oak Executive Chair, Black",963.0
2014,Global Low Back Tilter Chair,233.0
2014,"Global Manager's Adjustable Task Chair, Storm",1510.0
2014,"Global Push Button Manager's Chair, Indigo",1017.0
2014,"Global Stack Chair with Arms, Black",105.0
2014,"Global Stack Chair without Arms, Black",156.0
2014,Global Super Steno Chair,499.0
2014,Global Troy Executive Leather Low-Back Tilter,2004.0
2014,"Global Value Mid-Back Manager's Chair, Gray",597.0
2014,"Global Value Steno Chair, Gray",778.0
2014,"Global Wood Trimmed Manager's Task Chair, Khaki",382.0
2014,Globe Weis Peel & Seel First Class Envelopes,51.0
2014,Google Nexus 5,324.0
2014,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",442.0
2014,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",191.0
2014,Grandstream GXP1160 VoIP phone,114.0
2014,Grandstream GXP2100 Mainstream Business Phone,291.0
2014,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),36.0
2014,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.0
2014,Griffin GC36547 PowerJolt SE Lightning Charger,126.0
2014,GuestStacker Chair with Chrome Finish Legs,3569.0
2014,HON 5400 Series Task Chairs for Big and Tall,5257.0
2014,HP Office Recycled Paper (20Lb. and 87 Bright),29.0
2014,HP Standard 104 key PS/2 Keyboard,58.0
2014,HTC One,560.0
2014,HTC One Mini,1134.0
2014,Hand-Finished Solid Wood Document Frame,137.0
2014,Hanging Personal Folder File,63.0
2014,Harbour Creations 67200 Series Stacking Chairs,341.0
2014,Harbour Creations Steel Folding Chair,1148.0
2014,Harmony Air Purifier,851.0
2014,Heavy-Duty E-Z-D Binders,13.0
2014,Hewlett Packard 310 Color Digital Copier,480.0
2014,Hewlett Packard 610 Color Digital Copier / Printer,1800.0
2014,Hewlett Packard LaserJet 3310 Copier,960.0
2014,High-Back Leather Manager's Chair,1404.0
2014,Holmes HEPA Air Purifier,44.0
2014,Holmes Odor Grabber,87.0
2014,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",68.0
2014,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",537.0
2014,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",45.0
2014,Home/Office Personal File Carts,250.0
